Date,Price,Adj Close,Close,High,Low,Open,Volume,MACD,MACD_Signal,MACD_Hist,K,D,J,RSI
2020-04-01,2020-04-01 00:00:00+00:00,58.59247589111328,60.227500915527344,62.18000030517578,59.782501220703125,61.625,176218400.0,-3.0645645516263116,-3.4939129518026997,0.4293484001763881,55.15791964704325,56.40554764849211,52.662663644145525,41.88426655366886
2020-04-02,2020-04-02 00:00:00+00:00,59.5701904296875,61.23249816894531,61.287498474121094,59.224998474121094,60.084999084472656,165934000.0,-2.9551696491994406,-3.386164291282048,0.4309946420826076,56.254067263127105,56.13863771491256,56.4849263595562,43.48466441587472
2020-04-03,2020-04-03 00:00:00+00:00,58.71408462524414,60.352500915527344,61.42499923706055,59.74250030517578,60.70000076293945,129880000.0,-2.9059834564117253,-3.2901281243079836,0.38414466789625834,54.859455597352756,55.42381416917436,53.730738453709534,42.38404352589842
2020-04-06,2020-04-06 00:00:00+00:00,63.83613967895508,65.61750030517578,65.77749633789062,62.345001220703125,62.724998474121094,201820400.0,-2.4143306935843043,-3.1149686381632478,0.7006379445789435,73.75560060167803,61.62304115405263,98.02071949692882,50.46264420429562
2020-04-07,2020-04-07 00:00:00+00:00,63.09678649902344,64.85749816894531,67.92500305175781,64.75,67.69999694824219,202887200.0,-2.062245870970564,-2.9044240847247114,0.8421782137541474,78.56877706273686,69.06127775392254,97.5837756803655,49.38617908033541
2020-04-08,2020-04-08 00:00:00+00:00,64.71172332763672,66.51750183105469,66.84249877929688,65.30750274658203,65.68499755859375,168895200.0,-1.6304726167206312,-2.6496337911238954,1.0191611744032643,89.47996506727587,80.60144757723025,107.2370000473671,51.80450760499551
2020-04-09,2020-04-09 00:00:00+00:00,65.1786880493164,66.99749755859375,67.51750183105469,66.17500305175781,67.17500305175781,161834800.0,-1.2353175860747427,-2.3667705501140652,1.1314529640393225,87.80953226961681,85.28609146654317,92.8564138757641,52.511071680300915
2020-04-10,2020-04-13 00:00:00+00:00,66.45797729492188,68.3125,68.42500305175781,66.4574966430664,67.07749938964844,131022800.0,-0.8067450159001197,-2.0547654432712763,1.2480204273711566,94.35046597852336,90.546654438472,101.95808905862609,54.479962406940054
2020-04-13,2020-04-14 00:00:00+00:00,69.81432342529297,71.76249694824219,72.0625,69.51249694824219,70.0,194994800.0,-0.18656167854284433,-1.68112469032559,1.4945630117827458,96.74743870723175,92.96914565179064,104.30402481811396,59.25306752797139
2020-04-14,2020-04-15 00:00:00+00:00,69.17710876464844,71.10749816894531,71.5824966430664,70.15750122070312,70.5999984741211,131154400.0,0.24921239173382048,-1.295057273913708,1.5442696656475285,96.36058456392543,95.81949641656018,97.4427608586559,58.00940300357674
2020-04-15,2020-04-16 00:00:00+00:00,69.7267837524414,71.67250061035156,72.05000305175781,70.5875015258789,71.84500122070312,157125200.0,0.6328622154333061,-0.9094733760443052,1.5423355914776113,95.72864894012592,96.27889073709436,94.62816534618904,58.812471623171064
2020-04-16,2020-04-17 00:00:00+00:00,68.78067779541016,70.69999694824219,71.73750305175781,69.21499633789062,71.17250061035156,215250000.0,0.8486518169050044,-0.5578483374544433,1.4065001543594478,92.96980473704866,95.01967941369999,88.870055383746,56.798904236465326
2020-04-17,2020-04-20 00:00:00+00:00,67.35301208496094,69.23249816894531,70.41999816894531,69.2125015258789,69.48750305175781,130015200.0,0.8909810685197641,-0.2680824562596018,1.159063524779366,88.10125614338288,92.26656994018583,79.77062854977697,53.80530916581681
2020-04-20,2020-04-21 00:00:00+00:00,65.27110290527344,67.09249877929688,69.3125,66.35749816894531,69.06999969482422,180991600.0,0.7432791796588702,-0.0658101290759074,0.8090893087347777,76.20901002414662,85.7600236348594,57.10698280272109,49.69227285953929
2020-04-21,2020-04-22 00:00:00+00:00,67.1511459350586,69.0250015258789,69.4749984741211,68.05000305175781,68.40249633789062,116862400.0,0.773247671821025,0.1020014311034791,0.6712462407175459,71.85978516657683,78.7233504447021,58.132654610326256,53.1734097435754
2020-04-22,2020-04-23 00:00:00+00:00,66.89091491699219,68.75749969482422,70.4375,68.71749877929688,68.96749877929688,124814400.0,0.7665761430112781,0.2349163734850389,0.5316597695262392,70.26595198409743,72.77824905827363,65.24135783574502,52.63051535920713
2020-04-23,2020-04-24 00:00:00+00:00,68.822021484375,70.74250030517578,70.75250244140625,69.25,69.30000305175781,126161200.0,0.9109608783249996,0.37012527445303106,0.5408356038719686,78.64294154602156,73.58955956556527,88.74970550693413,56.203862574360386
2020-04-24,2020-04-27 00:00:00+00:00,68.87066650390625,70.7925033569336,71.13500213623047,69.98750305175781,70.44999694824219,117087600.0,1.0176903488298166,0.4996382893283882,0.5180520595014284,80.74082781881275,76.54990711631058,89.12266922381707,56.29330530958152
2020-04-27,2020-04-28 00:00:00+00:00,67.7542953491211,69.6449966430664,71.4574966430664,69.55000305175781,71.2699966430664,112004800.0,0.9981736964230521,0.599345370747321,0.3988283256757311,77.75347203098259,79.04574713193897,75.16892182906983,53.588569601485815
2020-04-28,2020-04-29 00:00:00+00:00,69.97970581054688,71.93250274658203,72.4175033569336,70.97250366210938,71.18250274658203,137280800.0,1.1539867924369673,0.7102736550852503,0.443713137351717,79.69160758250804,79.39530247743446,80.28421779265523,57.92818320206439
2020-04-29,2020-04-30 00:00:00+00:00,71.45601654052734,73.44999694824219,73.63249969482422,72.0875015258789,72.48999786376953,183064000.0,1.3839654017832999,0.8450120044248602,0.5389533973584396,84.644556638477,80.69654541732255,92.54057908078588,60.56259635331424
2020-04-30,2020-05-01 00:00:00+00:00,70.30562591552734,72.26750183105469,74.75,71.4625015258789,71.5625,240616800.0,1.4540462926148194,0.9668188620628522,0.48722743055196727,86.71402842211198,83.683397547699,92.77529017093792,57.539078611380866
2020-05-01,2020-05-04 00:00:00+00:00,71.30036926269531,73.29000091552734,73.42250061035156,71.58000183105469,72.2925033569336,133568000.0,1.5739495238781842,1.0882449944259187,0.4857045294522655,83.50498253309608,84.95452253122835,80.60590253683154,59.42537862129608
2020-05-04,2020-05-05 00:00:00+00:00,72.3704833984375,74.38999938964844,75.25,73.61499786376953,73.76499938964844,147751200.0,1.7377032212494186,1.2181366397906188,0.5195665814587997,81.11749996415618,83.77883697312141,75.7948259462257,61.41144477372815
2020-05-05,2020-05-06 00:00:00+00:00,73.11715698242188,75.15750122070312,75.80999755859375,74.71749877929688,75.11499786376953,142333600.0,1.9074226091742617,1.3559938336673474,0.5514287755069143,88.67651877105236,84.4330004227682,97.16355546762065,62.78038088366571
2020-05-06,2020-05-07 00:00:00+00:00,73.87355041503906,75.93499755859375,76.2925033569336,75.49250030517578,75.80500030517578,115215200.0,2.080679129697259,1.5009308928733298,0.5797482368239293,93.27586018331324,87.68995963950726,104.44766127092521,64.16716680468735
2020-05-07,2020-05-08 00:00:00+00:00,75.63186645507812,77.53250122070312,77.5875015258789,76.07250213623047,76.41000366210938,133838400.0,2.3201461643528205,1.664773947169228,0.6553722171835925,96.33629813530463,92.7628923632234,103.4831096794671,66.89640158984737
2020-05-08,2020-05-11 00:00:00+00:00,76.82196044921875,78.75250244140625,79.26249694824219,76.80999755859375,77.0250015258789,145946400.0,2.5786444095167838,1.8475480396387391,0.7310963698780446,97.12111445763385,95.57775759208391,100.20782818873374,68.84782372883873
2020-05-11,2020-05-12 00:00:00+00:00,75.94403076171875,77.85250091552734,79.92250061035156,77.72750091552734,79.4574966430664,162301200.0,2.679990270079216,2.0140364857268347,0.6659537843523813,92.16263318288804,95.2066819252755,86.07453569811312,65.76778008877821
2020-05-12,2020-05-13 00:00:00+00:00,75.02706909179688,76.9124984741211,78.98750305175781,75.80249786376953,78.0374984741211,200622400.0,2.6538651481845648,2.142002218218381,0.5118629299661839,82.9247723277085,90.73617332274347,67.30197033763855,62.616922383876584
2020-05-13,2020-05-14 00:00:00+00:00,75.48799133300781,77.38500213623047,77.44750213623047,75.38249969482422,76.12750244140625,158929200.0,2.6408458701939566,2.241770948613496,0.39907492158046054,76.28634940151562,83.79125163737072,61.276544929805425,63.561922672839735
2020-05-14,2020-05-15 00:00:00+00:00,75.04170989990234,76.92749786376953,76.9749984741211,75.05249786376953,75.0875015258789,166348400.0,2.5640544042193056,2.306227639734658,0.2578267644846477,72.8194923985924,77.34353804260552,63.77140111056619,61.92951280643732
2020-05-15,2020-05-18 00:00:00+00:00,76.80976104736328,78.73999786376953,79.125,77.58000183105469,78.2925033569336,135178400.0,2.619257051626988,2.3688335221131243,0.25042352951386393,77.81649873633721,75.64078017881508,82.16793585138146,65.6890350760175
2020-05-18,2020-05-19 00:00:00+00:00,76.36595153808594,78.28500366210938,79.62999725341797,78.25250244140625,78.75749969482422,101729600.0,2.596362072094564,2.414339232109412,0.182022839985152,79.51915182378217,76.71838098623726,85.12069349887196,63.98095787780073
2020-05-19,2020-05-20 00:00:00+00:00,77.8510971069336,79.80750274658203,79.87999725341797,79.12999725341797,79.16999816894531,111504800.0,2.6702891567254596,2.4655292170326217,0.2047599396928379,88.6908677874556,82.00883944919167,102.05492446398347,67.06686953299378
2020-05-20,2020-05-21 00:00:00+00:00,77.27068328857422,79.2125015258789,80.22250366210938,78.96749877929688,79.66500091552734,102688800.0,2.6503141067736067,2.502486194980819,0.14782791179278787,89.19949116429486,85.80317025851087,95.99213297586283,64.7327614446549
2020-05-21,2020-05-22 00:00:00+00:00,77.7681884765625,79.72250366210938,79.80750274658203,78.8375015258789,78.94249725341797,81803200.0,2.6451450601941247,2.53101796802348,0.11412709217064476,93.12902652847374,90.33979516007473,98.70748926527179,65.83047907614767
2020-05-22,2020-05-26 00:00:00+00:00,77.24140930175781,79.18250274658203,81.05999755859375,79.125,80.875,125522000.0,2.567874138014915,2.538389202021767,0.029484935993147943,83.71485888151466,88.68112552476107,73.78232559502183,63.57412746717824
2020-05-25,2020-05-27 00:00:00+00:00,77.57795715332031,79.52749633789062,79.67749786376953,78.27249908447266,79.03500366210938,112945200.0,2.505591575067058,2.5318296766308253,-0.02623810156376738,79.10707705070477,85.31698748689773,66.68725617831885,64.41333290973729
2020-05-26,2020-05-28 00:00:00+00:00,77.61212158203125,79.5625,80.86000061035156,78.90750122070312,79.19249725341797,133560800.0,2.431033260047485,2.5116703933141573,-0.08063713326667221,73.3204160170884,78.71411731643595,62.533013418393324,64.50269244067177
2020-05-27,2020-05-29 00:00:00+00:00,77.53650665283203,79.48500061035156,80.2874984741211,79.11750030517578,79.8125,153532400.0,2.338732255544002,2.4770827657601266,-0.13835051021612443,74.44862831755385,75.62537379511569,72.09513736243017,64.11880099034809
2020-05-28,2020-06-01 00:00:00+00:00,78.49006652832031,80.4625015258789,80.5875015258789,79.30249786376953,79.4375,80791200.0,2.3177417152993485,2.445214555667971,-0.12747284036862272,79.63661686234916,75.8018870656638,87.30607645571985,66.8025328432405
2020-05-29,2020-06-02 00:00:00+00:00,78.8534164428711,80.83499908447266,80.86000061035156,79.73249816894531,80.1875,87642800.0,2.304598029294084,2.417091250393194,-0.11249322109910986,86.69723081221464,80.26082533070588,99.57004177523217,67.79117250735828
2020-06-01,2020-06-03 00:00:00+00:00,79.28750610351562,81.27999877929688,81.55000305175781,80.57499694824219,81.16500091552734,104491200.0,2.3035355953523577,2.3943801193850267,-0.09084452403266896,94.05112153153091,86.7949897353649,108.56338512386296,68.97967577214271
2020-06-02,2020-06-04 00:00:00+00:00,78.60466003417969,80.58000183105469,81.40499877929688,80.19499969482422,81.09750366210938,87560400.0,2.220611873796315,2.3596264702672847,-0.13901459647096948,92.39012479147654,91.04615904507403,95.07805628428156,64.92146242606275
2020-06-03,2020-06-05 00:00:00+00:00,80.8433837890625,82.875,82.9375,80.80750274658203,80.8375015258789,137250400.0,2.313413804871459,2.35038393718812,-0.03697013231666091,93.24969274146594,93.23031302149114,93.28845218141552,70.954815552818
2020-06-04,2020-06-08 00:00:00+00:00,81.32137298583984,83.36499786376953,83.4000015258789,81.83000183105469,82.5625,95654400.0,2.3988463291213833,2.3600764155747727,0.038769913546610635,94.40819069328808,93.34933607541018,96.52589992904387,72.05976851911133
2020-06-05,2020-06-09 00:00:00+00:00,83.88935089111328,85.99749755859375,86.40249633789062,83.00250244140625,83.03500366210938,147712400.0,2.648443338543956,2.4177498001686093,0.23069353837534656,97.7239537466355,95.12727906046318,102.91730311898013,77.10012821693172
2020-06-08,2020-06-10 00:00:00+00:00,86.04762268066406,88.20999908447266,88.69249725341797,86.52249908447266,86.9749984741211,166651600.0,2.9903107088050547,2.5322619818958985,0.4580487269091562,96.56931635244399,96.23382026412253,97.24030852908692,80.3143842449129
2020-06-09,2020-06-11 00:00:00+00:00,81.91644287109375,83.9749984741211,87.76499938964844,83.87000274658203,87.32749938964844,201662400.0,2.8862430931262395,2.6030582041419668,0.28318488898427274,81.70481777477345,91.99936262461766,61.115728075085,62.29129099067101
2020-06-10,2020-06-12 00:00:00+00:00,82.62364959716797,84.69999694824219,86.94999694824219,83.55500030517578,86.18000030517578,200146000.0,2.829651613329119,2.6483768859793972,0.18127472734972194,70.5934137275432,82.9558492849202,45.868542612789184,63.78938873640868
2020-06-11,2020-06-15 00:00:00+00:00,83.6454849243164,85.74749755859375,86.41999816894531,83.1449966430664,83.3125,138808800.0,2.836628119575039,2.6860271326985257,0.15060098687651324,62.715928255367544,71.67138658589472,44.805011594313186,65.89746823165147
2020-06-12,2020-06-16 00:00:00+00:00,85.86227416992188,88.0199966430664,88.30000305175781,86.18000030517578,87.86499786376953,165428800.0,2.991049775143594,2.7470316611875396,0.24401811395605444,75.51617334109223,69.60850510800098,87.33150980727473,69.98054915027197
2020-06-15,2020-06-17 00:00:00+00:00,85.7427978515625,87.89749908447266,88.8499984741211,87.77249908447266,88.7874984741211,114406400.0,3.068177480386197,2.8112608250272713,0.2569166553589257,85.02582542126719,74.41930900590899,106.23885825198357,69.49751367007484
2020-06-16,2020-06-18 00:00:00+00:00,85.77693176269531,87.93250274658203,88.36250305175781,87.30500030517578,87.85250091552734,96820400.0,3.0964324990734724,2.868295159836512,0.22813733923696056,91.24354467008357,83.92851447748099,105.87360505528872,69.56216629452285
